metric,t-stat,p-val,model_1,model_2,p-val-corrected,significance
train_r_corr,-4.205176665387377,0.00011043263556879033,Ridge Regression,SVM-rbf,0.002319085346944597,**
train_r_corr,-18.23426594154346,1.764989255938164e-23,Ridge Regression,Random Forest,3.7064774374701447e-22,****
train_r_corr,51.62462983559635,2.772954832043583e-48,Ridge Regression,XGBoost,5.823205147291524e-47,****
train_r_corr,51.62462983559635,2.772954832043583e-48,Ridge Regression,AutoGluon,5.823205147291524e-47,****
train_r_corr,-4.871842463988617,1.1989024983103205e-05,SVM-linear,SVM-rbf,0.0002517695246451673,***
train_r_corr,-17.97291623457105,3.2717340053899805e-23,SVM-linear,Random Forest,6.870641411318959e-22,****
train_r_corr,49.6101424174165,2.36622612679326e-47,SVM-linear,XGBoost,4.969074866265846e-46,****
train_r_corr,49.6101424174165,2.36622612679326e-47,SVM-linear,AutoGluon,4.969074866265846e-46,****
train_r_corr,-14.48667053687165,2.4422503371531877e-19,SVM-rbf,Random Forest,5.128725708021694e-18,****
train_r_corr,43.0203187449098,4.944157183659349e-44,SVM-rbf,XGBoost,1.0382730085684633e-42,****
train_r_corr,43.0203187449098,4.944157183659349e-44,SVM-rbf,AutoGluon,1.0382730085684633e-42,****
train_r_corr,52.80389048033699,8.2022468247186e-49,Random Forest,XGBoost,1.722471833190906e-47,****
train_r_corr,52.80389048033699,8.2022468247186e-49,Random Forest,AutoGluon,1.722471833190906e-47,****
train_r_corr,,,XGBoost,AutoGluon,,ns
test_spearmanr,-0.4075479022634058,0.6853807616382068,Linear Regression,Ridge Regression,1.0,ns
test_spearmanr,-0.6730061901287423,0.5041052084144536,Linear Regression,SVM-linear,1.0,ns
test_spearmanr,0.42129060482029757,0.6753852372424902,Linear Regression,SVM-rbf,1.0,ns
test_spearmanr,2.2865644648322547,0.026581113248556974,Linear Regression,Random Forest,0.5582033782196965,ns
test_spearmanr,0.43573587556808374,0.6647337999973901,Linear Regression,XGBoost,1.0,ns
test_spearmanr,0.25293849920922623,0.801258744787507,Linear Regression,AutoGluon,1.0,ns
test_spearmanr,-0.6645813690998418,0.5094339557371834,Ridge Regression,SVM-linear,1.0,ns
test_spearmanr,0.4283115402397461,0.670301221305783,Ridge Regression,SVM-rbf,1.0,ns
test_spearmanr,2.2927887914710863,0.026191884301315194,Ridge Regression,Random Forest,0.550029570327619,ns
test_spearmanr,0.43775249280906936,0.6632800506312946,Ridge Regression,XGBoost,1.0,ns
test_spearmanr,0.2547582117265402,0.7998600272903271,Ridge Regression,AutoGluon,1.0,ns
test_spearmanr,0.9824303061581459,0.3307140327887519,SVM-linear,SVM-rbf,1.0,ns
test_spearmanr,2.5898673989948744,0.01260853729919433,SVM-linear,Random Forest,0.2647792832830809,ns
test_spearmanr,0.5124685942248898,0.6103750854561422,SVM-linear,XGBoost,1.0,ns
test_spearmanr,0.3261026365295773,0.7455842865569973,SVM-linear,AutoGluon,1.0,ns
test_spearmanr,2.266854683555438,0.0278478208545838,SVM-rbf,Random Forest,0.5848042379462598,ns
test_spearmanr,0.32420802083412364,0.7470103343747212,SVM-rbf,XGBoost,1.0,ns
test_spearmanr,0.14689893416209765,0.883748945102631,SVM-rbf,AutoGluon,1.0,ns
test_spearmanr,-0.47414885249864963,0.6372707930154117,Random Forest,XGBoost,1.0,ns
test_spearmanr,-0.6332230937920166,0.5292123155294384,Random Forest,AutoGluon,1.0,ns
test_spearmanr,-0.8898425837933168,0.3778985440202439,XGBoost,AutoGluon,1.0,ns
train_spearmanr,-0.8066132245713121,0.4237871652746683,Linear Regression,Ridge Regression,1.0,ns
train_spearmanr,-4.063986601664451,0.00017406007422910024,Linear Regression,SVM-linear,0.003655261558811105,**
train_spearmanr,-3.5222707098018917,0.0009366210266837756,Linear Regression,SVM-rbf,0.01966904156035929,*
train_spearmanr,-23.38276628612647,3.112945200656057e-28,Linear Regression,Random Forest,6.537184921377719e-27,****
