,repeat,fold,params,test_r2,test_neg_root_mean_squared_error,test_neg_mean_absolute_error,test_r_corr,test_spearmanr
49,10,5,"{'max_depth': 3, 'colsample_bytree': 0.6229680430311249, 'n_estimators': 239, 'lambda': 4.591180159230389, 'alpha': 15.001180810265113, 'learning_rate': 0.010244004198048308, 'min_child_weight': 6, 'subsample': 0.5181681448300627}",-0.01163815135511892,15.86214406021992,12.71931457138273,0.0273152287683959,0.05181492715429368
31,7,2,"{'max_depth': 3, 'colsample_bytree': 0.7814931935290879, 'n_estimators': 51, 'lambda': 24.56508890775356, 'alpha': 0.002579887416164614, 'learning_rate': 0.032257734403613146, 'min_child_weight': 9, 'subsample': 0.7552008459947965}",-0.013521386207997477,14.224079574591192,11.311799993300548,0.018074749220963766,-0.022477748495848045
20,5,1,"{'max_depth': 8, 'colsample_bytree': 0.9802608181825019, 'n_estimators': 50, 'lambda': 60.21900684280591, 'alpha': 57.9364353978874, 'learning_rate': 0.02568300790795686, 'min_child_weight': 12, 'subsample': 0.591329089117496}",-0.01685689737796281,15.362231691056643,12.280785593996548,-0.020787849059891807,-0.014989309333200737
9,2,5,"{'max_depth': 6, 'colsample_bytree': 0.934328859342796, 'n_estimators': 92, 'lambda': 56.84250026960664, 'alpha': 39.21874152648254, 'learning_rate': 0.027107064107455028, 'min_child_weight': 1, 'subsample': 0.6455614585839645}",-0.017899777123174143,15.86737405431884,12.647138665895888,0.014872731274988529,-0.004882899905524341
43,9,4,"{'max_depth': 3, 'colsample_bytree': 0.6437481306147897, 'n_estimators': 76, 'lambda': 22.094237740562203, 'alpha': 0.0022157723059329864, 'learning_rate': 0.01664564991301338, 'min_child_weight': 10, 'subsample': 0.6596209352696294}",-0.02365574909154433,15.067736453238433,12.198654939730648,-0.030754646027987963,-0.05646909651434538
16,4,2,"{'max_depth': 3, 'colsample_bytree': 0.9734357542839542, 'n_estimators': 249, 'lambda': 0.33770099039676327, 'alpha': 3.998660319557211, 'learning_rate': 0.010429784410681459, 'min_child_weight': 13, 'subsample': 0.6898821586047962}",-0.024796265780007154,14.231217252347728,11.260440159261826,0.06922497470930326,0.09185899001729063
1,1,2,"{'max_depth': 8, 'colsample_bytree': 0.7423079192560416, 'n_estimators': 50, 'lambda': 80.32010432362709, 'alpha': 0.0018634577644281991, 'learning_rate': 0.05729327922566187, 'min_child_weight': 16, 'subsample': 0.5141299782064227}",-0.03121987683779781,14.634781920862784,11.948345341354106,0.029332014623623667,0.02710705584008752
13,3,4,"{'max_depth': 8, 'colsample_bytree': 0.991375808616439, 'n_estimators': 70, 'lambda': 87.95206127707583, 'alpha': 0.38186515964253753, 'learning_rate': 0.03781432474947996, 'min_child_weight': 1, 'subsample': 0.649618193983957}",-0.03912855259848391,15.516429755780356,12.282114597966618,-0.009981224486416813,-0.013430460941773161
8,2,4,"{'max_depth': 6, 'colsample_bytree': 0.9150231149470148, 'n_estimators': 80, 'lambda': 53.76397384926386, 'alpha': 28.806453822411527, 'learning_rate': 0.05576071017191442, 'min_child_weight': 13, 'subsample': 0.6191062737174624}",-0.044918378089760846,15.524039534618035,12.580759349789467,-0.005184296996308,-0.017378549052757198
4,1,5,"{'max_depth': 7, 'colsample_bytree': 0.874870955939894, 'n_estimators': 50, 'lambda': 85.39218407274933, 'alpha': 10.777969288206464, 'learning_rate': 0.09335395813857923, 'min_child_weight': 3, 'subsample': 0.626044979973518}",-0.06808379574591683,16.256895639717477,13.070492325784073,-0.053975314835361554,-0.06874098751926806
